fpr,tpr
0.0,0.0
0.0,0.6363159825968444
0.0,0.6435498243958694
0.0,0.6467473921476123
0.0,0.6503643130471248
0.0,0.6523562404990303
0.0,0.6534046233684542
0.0,0.6546102636682917
0.0,0.6550820359595324
0.0,0.6556586465377156
0.0,0.6566021911201971
0.0,0.6573360591287938
0.0,0.6582271845678042
0.0,0.6586465377155737
0.0,0.6589610525764009
0.0,0.6597473397284689
0.0,0.6604812077370655
0.0,0.6606908843109504
0.0,0.6614247523195471
0.0,0.6622634586150862
0.0,0.6625779734759134
0.0,0.6631021649106253
0.0,0.6631545840540966
0.0,0.6636263563453373
0.0,0.6638884520626933
0.0,0.6644126434974053
0.0,0.6647795775017036
0.0,0.6649892540755884
0.0,0.665146511506002
0.0,0.6652513497929444
0.0,0.6654610263668291
0.0,0.6657231220841852
0.0,0.6660376369450123
0.0,0.6662473135188971
0.0,0.6665618283797243
0.0,0.6667190858101378
0.0,0.6669287623840227
0.0,0.6670860198144363
0.0,0.6674005346752634
0.0,0.667557792105677
0.0,0.6679247261099753
0.0,0.6680295643969177
0.0,0.6682392409708026
0.0,0.668344079257745
0.0,0.6683964984012162
0.0,0.6685013366881585
0.0,0.6688158515489857
0.0,0.6691303664098128
0.0,0.6693924621271689
0.0,0.6695497195575825
0.0,0.6696545578445248
0.0,0.669706976987996
0.0,0.6699166535618808
0.0,0.6701263301357656
0.0,0.6702835875661791
0.0,0.6705456832835351
0.0,0.6707029407139488
0.0,0.6708077790008912
0.0,0.6708601981443624
0.0,0.6710698747182471
0.0,0.6712795512921319
0.0,0.6714368087225455
0.0,0.6715416470094878
0.0,0.6716464852964302
0.0,0.6719610001572575
0.0,0.6720658384441999
0.0,0.6722230958746134
0.0,0.6723279341615558
0.0,0.672380353305027
0.0,0.6725376107354406
0.0,0.672642449022383
0.0,0.6728521255962677
0.0,0.6729045447397389
0.0,0.6731142213136238
0.0,0.6733238978875086
0.0,0.6735335744613933
0.0,0.6735859936048645
0.0,0.6736908318918069
0.0,0.6738480893222205
0.0,0.6739529276091629
0.0,0.674005346752634
0.0,0.6741101850395764
0.0,0.6742150233265188
0.0,0.6743198616134612
0.0,0.6744771190438749
0.0,0.6746343764742884
0.0,0.674791633904702
0.0,0.6749488913351156
0.0,0.675053729622058
0.0,0.6753682444828851
0.0,0.67557792105677
0.0,0.6756827593437124
0.0,0.6757351784871836
0.0,0.6760496933480107
0.0,0.6761021124914819
0.0,0.6762069507784243
0.0,0.6762593699218955
0.0,0.6763642082088379
0.0,0.6765214656392514
0.0,0.6766263039261938
0.0,0.6769408187870211
0.0,0.6770456570739634
0.0,0.6771504953609058
0.0,0.6772553336478482
0.0,0.6773077527913194
0.0,0.6775174293652042
0.0,0.678251297373801
0.0,0.6783561356607433
0.0,0.6785133930911569
0.0,0.6785658122346281
0.0,0.6786706505215705
0.0,0.6788279079519841
0.0,0.6790375845258688
0.0,0.6791424228128112
0.0,0.6792996802432248
0.0,0.679352099386696
0.0,0.6795093568171096
0.0,0.6795617759605808
0.0,0.6796666142475232
0.0,0.6797714525344656
0.0,0.6799287099648792
0.0,0.6799811291083504
0.0,0.6800859673952928
0.0,0.6802956439691775
0.0,0.6805053205430623
0.0,0.6807674162604183
0.0,0.6808722545473607
0.0,0.6809246736908319
0.0,0.6810295119777743
0.0,0.6812391885516591
0.0,0.6813440268386014
0.0,0.6816585416994286
0.0,0.681763379986371
0.0,0.682025475703727
0.0,0.6821303139906694
0.0,0.6822351522776118
0.0,0.6823924097080254
0.0,0.6824972479949678
0.0,0.6835980500078629
0.0,0.6838077265817476
0.0,0.6840174031556324
0.0,0.6841222414425748
0.0,0.6846464328772868
0.0,0.6847512711642292
0.0,0.6848561094511716
0.0,0.6850657860250563
0.0,0.6851706243119987
0.0,0.6852754625989411
0.0,0.6853803008858835
0.0,0.6854851391728259
0.0,0.6860617497510091
0.0,0.6861665880379515
0.0,0.6867956177596058
0.0,0.6869004560465481
0.0,0.6881060963463858
0.0,0.688210934633328
0.0,0.6888923834984536
0.0,0.688997221785396
0.0,0.6891020600723384
0.0,0.6892068983592808
0.0,0.6894689940766368
0.0,0.6895738323635792
0.0,0.6909367300938303
0.0,0.6910415683807727
0.0,0.6917230172458982
0.0,0.6918278555328405
0.0,0.6922996278240814
0.0,0.6924044661110238
0.0,0.6940294595586308
0.0,0.6941342978455732
0.0,0.6942391361325156
0.0,0.6943439744194579
0.0,0.694606070136814
0.0,0.6947109084237564
0.0,0.6984850867536825
0.0,0.6985899250406248
0.0,0.7005818524925302
0.0,0.7006866907794727
0.0,0.702940713948734
0.0,0.7030455522356764
0.0,0.7048278031136971
0.0,0.7049326414006395
0.0,0.7050898988310531
0.0,0.7051947371179955
0.0,0.705614090265765
0.0,0.7057189285527075
0.0,0.7062955391308906
0.0,0.706400377417833
0.0,0.7072915028568433
0.0,0.7073963411437857
0.0,0.711222938617183
0.0,0.7113277769041254
0.0,0.7113801960475966
0.0,0.711485034334539
0.0,0.7137914766472716
0.0,0.713896314934214
0.0,0.7150495360905803
0.0,0.7151543743775227
0.0,0.8670126330135766
1.0541851149061775e-05,0.8670126330135766
1.0541851149061775e-05,0.8730932536562352
2.108370229812355e-05,0.8730932536562352
2.108370229812355e-05,0.8805891911726162
3.162555344718533e-05,0.8805891911726162
3.162555344718533e-05,0.886145620380563
4.21674045962471e-05,0.886145620380563
4.21674045962471e-05,0.8863028778109766
5.2709255745308875e-05,0.8863028778109766
5.2709255745308875e-05,0.8913875347276825
6.325110689437066e-05,0.8913875347276825
6.325110689437066e-05,0.8950568747706662
7.379295804343243e-05,0.8950568747706662
7.379295804343243e-05,0.9007181422655554
8.43348091924942e-05,0.9007181422655554
8.43348091924942e-05,0.9007705614090266
9.487666034155598e-05,0.9007705614090266
9.487666034155598e-05,0.9020286208523353
0.00010541851149061775,0.9020286208523353
0.00010541851149061775,0.9030245845782879
0.00011596036263967952,0.9030245845782879
0.00011596036263967952,0.9038108717303559
0.0001265022137887413,0.9038108717303559
